,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,Animal,Behavior
3696,0.3597,-0.0626,0.9462,0.2972,-0.0704,1.0713,0.2737,0.0313,0.8837,0.2815,-0.1017,0.9775,0.0469,-0.3597,1.2121,0.0353,-0.365,0.8042,-0.056,-0.3025,0.97,-0.0554,-0.2681,1.0541,0.0585,-0.2255,0.9816,0.0798,-0.2205,0.9587,0.0879,-0.2268,0.9425,0.096,-0.2268,0.9306,0.1017,-0.2268,0.9281,0.1017,-0.2324,0.9228,0.1017,-0.2362,0.9259,0.2771,-0.244,1.0717,0.6206,-0.2846,1.2362,0.1611,-0.1017,1.2362,0.0416,0.0335,1.041,0.2956,-0.2987,0.9415,0.1774,-0.3775,0.8652,0.2365,-0.2224,0.8774,0.259,-0.0616,0.9712,0.2384,-0.1286,0.8327,0.0907,-0.3707,0.2377,-0.0241,-0.488,0.4301,-0.1974,-0.6106,0.6303,-0.0607,-0.6184,0.6419,0.1173,-0.6647,0.6491,0.1955,-0.6803,0.6647,0.2268,-0.696,0.6882,0.2737,-0.6334,0.8133,0.5161,-0.61,0.7507,-0.4848,-1.087,0.9384,-0.2111,-0.6412,0.9462,-0.3441,-0.8055,0.7429,-0.3128,-1.0713,0.8133,-0.2346,-0.9462,0.8211,-0.2893,-1.0088,0.7507,-0.4066,-0.8055,0.61,-0.3284,-0.7664,0.61,-0.2346,-0.7273,0.7038,-0.1329,-0.6882,0.6803,-0.1173,-0.6725,0.7038,-0.1095,-0.6725,0.7194,-0.0156,-0.5943,0.9931,0.2111,-0.6725,0.9619,0.1486,-0.7273,0.7116,-0.2502,-0.6725,0.9149,0.0547,-0.6256,0.6491,CAF001,Dig
3697,-0.1095,-0.5709,0.7976,-0.2111,-0.563,0.782,-0.2111,-0.5943,0.7976,-0.1329,-0.6021,0.7976,0.0,-0.563,0.6647,0.0382,-0.539,0.7307,0.0144,-0.5233,0.8133,-0.0019,-0.5161,0.8152,-0.0169,-0.5161,0.8302,0.0188,-0.513,0.8727,0.1558,-0.4573,0.9903,-0.0416,-0.3644,0.9137,-0.2093,-0.4245,0.9231,-0.0616,-0.3381,0.9128,-0.0735,-0.3707,0.9447,0.1339,-0.2246,1.0463,0.0926,-0.3441,1.1226,-0.0904,-0.4254,1.0779,0.0053,-0.3503,1.0654,0.0485,-0.416,0.99,0.0554,-0.366,0.9356,0.0522,-0.3413,0.9331,0.021,-0.2124,0.8968,-0.0278,-0.2474,0.8777,0.0297,-0.2174,0.8758,0.0141,-0.2099,0.889,-0.0197,-0.2111,0.919,-0.0235,-0.2183,0.9371,-0.0391,-0.1408,1.0401,-0.0704,-0.0704,0.9775,-0.1733,-0.1824,1.2637,-0.0131,-0.0566,1.0041,0.0241,-0.081,1.0297,0.096,-0.0704,0.944,0.1361,0.0813,0.9009,0.0729,0.0163,0.9534,0.0335,-0.0313,0.9944,0.0391,-0.0313,0.9725,0.0363,-0.0369,0.9647,0.0594,-0.0657,1.026,0.0638,-0.0766,1.0416,-0.0369,-0.0848,0.9653,-0.0369,-0.0848,0.9653,0.0025,-0.0591,0.9584,-0.0031,-0.0673,0.9619,0.0,-0.0704,0.9619,0.0,-0.0704,0.9619,-0.0056,-0.0647,0.9619,0.0278,-0.0982,1.057,0.0016,-0.0782,0.9806,CAF001,Dig
3698,-0.021,-0.0967,0.9409,-0.0097,-0.0879,0.9453,-0.015,-0.1004,0.9462,0.0,-0.1017,0.954,0.0078,-0.0938,0.9619,-0.0078,-0.0938,0.9619,-0.0078,-0.0938,0.9619,0.0626,-0.0782,0.9149,0.2033,-0.1486,0.9384,0.6882,-0.2659,0.9619,0.086,-0.3284,1.2199,0.4379,-0.1955,1.0088,0.2424,-0.1251,0.9071,0.0626,-0.391,0.8993,0.0626,-0.3754,0.9697,0.1017,-0.4692,0.8837,-0.2111,-0.5239,0.8289,-0.3128,-0.5709,0.7742,-0.2111,-0.5318,0.7194,-0.2737,-0.6334,0.6725,-0.1173,-0.5396,0.9931,-0.1017,-0.7038,0.7429,-0.0782,-0.61,0.8446,0.1095,-0.477,1.1808,-0.61,-1.1339,1.0713,-0.3206,-0.6647,0.9931,-0.1877,-0.3441,1.1574,-0.0547,-0.4848,0.8993,0.0938,-0.4927,0.5474,0.1251,-0.5865,0.6491,0.1186,-0.554,0.7223,0.1555,-0.5258,0.7936,0.2552,-0.5296,0.8424,0.4567,-0.4339,1.015,0.5552,-0.391,1.6203,0.0935,0.381,1.3425,0.6328,-0.1104,1.4429,0.4176,-0.2587,1.2446,0.4276,-0.1367,1.2237,0.4426,0.0047,1.0135,0.2574,-0.0235,0.9315,0.1999,-0.0422,0.934,0.1267,-0.1154,0.8242,0.1167,-0.1905,0.7204,0.1658,-0.1783,0.8211,0.0601,-0.0663,0.7085,-0.0616,-0.1433,0.8227,0.1067,-0.2427,0.9002,0.1401,-0.264,0.838,0.0313,-0.2909,0.9087,CAF001,Dig
3699,0.4776,-0.1899,0.9184,0.35,-0.1436,0.9947,0.0391,-0.0141,1.0166,-0.1308,0.0585,1.0388,0.0419,0.0504,0.8011,0.107,-0.1367,0.7035,0.0688,-0.2268,0.8249,0.0907,-0.2174,0.8805,0.1389,-0.2111,0.9093,0.2174,-0.1952,0.8937,0.1692,-0.1989,0.9231,0.1408,-0.2152,1.0335,0.147,-0.2502,1.1824,-0.0353,-0.1201,1.107,-0.0979,0.2778,0.9287,0.0926,-0.0457,0.9215,0.0313,-0.1642,0.5865,-0.1017,-0.3284,0.8289,0.1329,-0.2581,0.8602,0.1799,-0.2346,0.7898,0.2346,-0.2581,0.868,0.2815,-0.2581,0.8915,0.4379,-0.2346,1.0792,0.2815,-0.1329,0.954,-0.1564,-0.2424,1.1026,-0.0391,-0.3597,1.001,0.2424,-0.305,0.5865,0.2972,-0.3441,1.345,0.2659,-0.2893,1.1261,0.2502,-0.2268,1.0244,0.2424,-0.2268,0.9697,0.2033,-0.2424,0.9384,0.3754,-0.2111,0.9931,0.7194,-0.3754,1.4076,0.3284,-0.3832,0.8837,0.2268,-0.0782,1.1808,0.086,-0.1408,0.7507,-0.2502,-0.1799,0.8758,0.4614,0.0,1.0792,0.3675,-0.0235,0.9931,0.3597,-0.0156,1.001,0.8915,-0.0313,1.1183,0.4536,0.0156,0.9775,0.2277,0.0322,0.4514,0.0569,-0.1342,0.7792,-0.005,-0.1439,0.8518,0.0407,-0.112,0.9556,0.2018,-0.1236,0.9619,0.375,-0.1173,1.1858,0.3919,-0.1261,1.2553,CAF001,Sweep
3700,-0.0103,-0.1486,0.8136,-0.0719,-0.0923,0.7379,-0.1564,-0.0673,0.9243,-0.0848,-0.2246,0.964,-0.0873,-0.2327,0.9447,-0.1239,-0.1717,0.9813,-0.0895,-0.1642,0.9775,-0.0673,-0.183,0.9493,-0.0197,-0.1955,0.9356,0.016,-0.2008,0.9384,0.0347,-0.1977,0.944,0.045,-0.2014,0.9522,0.0469,-0.2033,0.9478,0.0469,-0.1968,0.9462,0.0538,-0.2024,0.9462,0.0547,-0.1961,0.9462,0.0547,-0.2033,0.9462,0.0547,-0.2033,0.9462,0.0547,-0.1955,0.9462,0.0704,-0.1955,1.0479,0.1251,-0.1486,0.8289,-0.0156,-0.1329,0.9697,0.0313,-0.1408,0.9931,0.1329,-0.1877,1.0948,0.4536,-0.1564,1.1965,0.2502,-0.0235,0.9306,-0.5083,-0.2424,0.9619,-0.4614,-0.3206,0.8758,-0.4066,-0.4066,0.9853,-0.1799,-0.1642,0.6647,-0.3597,-0.3597,1.478,-0.086,-0.2033,1.2199,0.1329,-0.1564,1.0948,0.2972,-0.1251,1.0322,0.2424,-0.1408,1.1104,-0.3519,-0.219,1.1574,-0.2111,-0.3988,1.2512,-0.3597,-0.3988,1.0322,-0.1799,-0.2502,0.9931,-0.3284,-0.0313,0.9306,-0.2972,-0.305,0.8915,-0.3519,-0.4692,0.7429,-0.2972,-0.1642,0.8915,-0.6025,-0.1392,0.98,-0.6056,-0.2812,0.853,-0.528,-0.1914,0.879,-0.3359,-0.2039,0.9966,-0.3488,-0.0938,0.8524,-0.2537,-0.0175,0.6885,-0.3572,-0.1961,0.6406,CAF001,Sweep
3701,-0.5218,-0.3782,0.5962,-0.5146,-0.2731,0.8136,-0.5427,0.1767,0.9744,-0.5543,-0.2781,0.7385,-0.6081,-0.4101,0.7391,-0.6447,-0.345,0.7107,-0.5984,-0.2274,0.802,-0.3269,-0.1971,0.9478,-0.2643,-0.3503,0.9803,-0.2674,-0.295,0.9509,-0.1636,-0.3325,0.7976,-0.4479,-0.427,0.8558,-0.4661,-0.5271,0.8039,-0.7545,-0.3635,0.8411,-0.3178,-0.2115,0.9418,-0.502,-0.3322,1.0188,-0.4927,-0.3284,1.001,-0.6803,-0.2815,0.9462,-0.3065,-0.1342,0.9131,-0.3216,-0.1899,0.8611,-0.0945,-0.4858,0.7951,-0.2922,-0.4751,0.8902,-0.1048,-0.3738,0.8821,-0.0779,-0.3062,0.8665,0.0272,-0.2615,0.874,-0.076,-0.4185,0.9246,-0.2524,-0.4545,0.8627,-0.2674,-0.2987,0.9509,-0.2068,-0.1251,1.0344,-0.3056,-0.0538,1.0419,-0.3463,-0.1311,0.9403,-0.3506,-0.3,0.9178,-0.3081,-0.3206,0.8305,-0.2699,-0.2405,0.8286,-0.2024,-0.1317,0.9106,-0.3094,-0.051,0.9306,-0.3538,0.04,0.9246,-0.3769,-0.1752,0.9478,-0.2649,-0.3069,0.954,-0.2355,-0.3,0.8646,-0.2778,-0.0238,0.8596,-0.3675,-0.1173,0.6178,-0.305,-0.4379,0.696,-0.4145,-0.2346,0.6882,-0.219,-0.0704,1.1261,-0.4457,0.0313,1.0322,0.0078,-0.086,0.7194,-0.0704,0.1486,1.0635,0.1877,0.0235,0.7429,0.0391,0.0156,0.8211,CAF001,Sweep
3702,-0.0938,0.0313,0.8367,-0.3206,0.0469,0.8055,-0.3597,-0.0235,0.9853,-0.3284,0.0313,0.9384,-0.2893,0.0,0.9384,-0.3284,0.0078,0.9228,-0.3441,0.0156,0.9071,-0.3441,0.0235,0.8993,-0.3597,0.0235,0.8993,-0.3675,0.0235,0.8993,-0.3675,0.0235,0.9071,-0.3597,0.0156,0.8993,-0.3597,0.0156,0.8993,-0.3597,0.0235,0.8993,-0.3597,0.0235,0.8993,-0.3597,0.0235,0.8993,-0.3519,0.0156,0.8993,-0.3519,0.0156,0.8993,-0.3597,0.0156,0.8996,-0.3616,0.0156,0.9084,-0.386,0.0194,0.9256,-0.4016,0.0457,0.9475,-0.3722,0.0407,0.954,-0.3072,0.0957,0.9503,-0.2021,0.2415,0.9559,-0.3722,0.1914,0.9809,-0.8858,0.2146,1.0285,-1.4045,0.3003,1.1167,-0.832,0.1526,1.0363,-0.6162,0.1082,1.0188,-0.4454,0.1164,0.9456,-0.3897,0.0325,0.935,-0.4035,0.0313,0.9196,-0.4429,0.0726,0.9271,-0.4085,0.1792,0.9224,-0.3516,0.2887,0.8023,-0.2828,0.1226,0.7645,-0.3034,0.0188,0.8477,-0.3916,-0.0185,0.868,-0.4823,0.0247,0.8405,-0.4855,-0.0119,0.8439,-0.4066,-0.0235,0.9071,-0.219,-0.0235,0.9149,-0.219,-0.0547,0.954,-0.3284,0.0156,0.8915,-0.2815,0.1173,0.868,-0.2659,0.0235,0.8211,0.2346,-0.0782,1.0322,-0.0156,-0.1017,0.9931,-0.1955,0.0547,1.0244,CAF001,Sweep
3703,-0.0938,-0.1095,1.0479,-0.4223,0.1408,0.9697,-0.1329,0.1017,0.9071,-0.1251,-0.0313,0.9306,-0.172,-0.0626,0.9462,-0.2033,-0.1017,0.9931,-0.2033,-0.1486,1.0166,-0.1955,-0.1095,0.9853,-0.0782,-0.1173,0.9384,0.086,-0.1564,0.9931,0.0235,-0.2659,1.0088,-0.086,-0.2972,1.0088,-0.086,-0.3284,0.9619,-0.0469,-0.4145,0.9931,-0.1799,-0.3754,0.9462,-0.2111,-0.3206,1.0635,-0.1173,-0.2424,0.954,-0.1095,-0.2033,0.9462,0.1761,-0.3419,0.9931,-0.1023,-0.29,0.9881,-0.1151,-0.3019,0.9287,-0.1602,-0.3363,0.9087,-0.1783,-0.3378,0.8837,-0.1702,-0.3403,0.9149,-0.162,-0.3284,0.9149,-0.1564,-0.3284,0.9149,-0.1536,-0.3284,0.9149,-0.1455,-0.3284,0.9118,-0.1442,-0.3284,0.9071,-0.1486,-0.3284,0.9071,-0.1445,-0.3284,0.9071,-0.1451,-0.3284,0.9071,-0.1439,-0.3284,0.9118,-0.1408,-0.3334,0.9149,-0.1408,-0.3309,0.9096,-0.1408,-0.3284,0.9071,-0.1348,-0.3284,0.9071,-0.1329,-0.3284,0.9134,-0.1329,-0.3284,0.9149,-0.1261,-0.3284,0.9149,-0.1179,-0.3284,0.9149,-0.1251,-0.3284,0.9149,-0.1173,-0.3284,0.9228,-0.1195,-0.3297,0.9065,-0.1689,-0.3597,0.894,-0.1254,-0.3654,0.9228,-0.0729,-0.4154,0.9178,-0.0704,-0.4723,0.8711,-0.0266,-0.5386,0.8048,-0.0992,-0.5946,0.8524,CAF001,Sweep
3704,-0.1304,-0.5527,0.8549,-0.1223,-0.5558,0.8574,-0.1548,-0.5771,0.818,-0.2352,-0.5968,0.7767,-0.356,-0.6025,0.7936,-0.4088,-0.574,0.7976,-0.4026,-0.5246,0.8152,-0.4301,-0.538,0.8008,-0.4651,-0.5781,0.7019,-0.3466,-0.4323,0.6569,-0.3378,-0.4273,0.7019,-0.3538,-0.4001,0.7848,-0.502,-0.4583,0.7492,-0.5264,-0.4705,0.6891,-0.5652,-0.4898,0.7285,-0.6068,-0.543,0.6991,-0.5474,-0.5474,0.6647,-0.5787,-0.5005,0.6882,-0.5161,-0.477,0.6882,-0.5318,-0.3832,0.7351,-0.4848,-0.4301,0.7742,-0.3597,-0.4301,0.8289,-0.2346,-0.3754,0.8446,-0.2033,-0.305,0.9619,-0.0156,-0.3128,0.9071,-0.0469,-0.2033,0.8758,-0.0469,-0.1017,0.8289,0.0626,-0.1642,0.9697,0.0626,-0.1017,0.9462,0.0078,-0.1486,0.8289,0.0704,-0.2111,1.0088,0.0547,-0.2815,0.8915,0.0391,-0.3754,0.8524,0.1799,-0.391,0.9071,0.0235,-0.2033,0.8758,0.0391,-0.1877,0.8289,0.1955,-0.1486,0.9071,0.0235,-0.2737,0.7976,0.086,-0.2815,0.9149,0.086,-0.3284,0.8758,0.0156,-0.3675,0.8993,-0.0078,-0.3441,0.8837,-0.0156,-0.3363,0.8993,0.016,-0.3281,0.9071,0.0247,-0.3212,0.9077,0.041,-0.3275,0.9149,0.056,-0.3194,0.9137,0.0673,-0.3128,0.9102,0.086,-0.3128,0.9228,0.0904,-0.3128,0.9184,CAF001,Sweep
3705,0.1042,-0.3103,0.9071,0.1095,-0.2993,0.9099,0.1126,-0.2893,0.9181,0.1139,-0.2893,0.9193,0.1057,-0.2893,0.9412,0.0163,-0.2812,0.9249,-0.0845,-0.2562,0.8837,-0.0594,-0.1861,0.8086,0.1239,-0.1636,0.8686,0.2324,-0.071,0.9784,0.4451,0.0385,1.0404,0.3338,-0.0801,1.0022,0.0923,-0.2315,0.929,0.1914,-0.4551,0.7179,0.0332,-0.417,0.8249,0.0222,-0.4426,0.8446,-0.0235,-0.4614,0.868,-0.0235,-0.4536,0.8602,-0.0156,-0.4536,0.868,-0.0078,-0.4614,0.868,0.0,-0.4536,0.8758,0.0,-0.4536,0.8758,0.0,-0.4536,0.8758,0.0078,-0.4614,0.868,0.0078,-0.4536,0.868,0.0078,-0.4457,0.868,0.0156,-0.4536,0.868,0.0156,-0.4536,0.8602,0.0156,-0.4536,0.8758,0.0156,-0.4457,0.8758,0.0156,-0.4536,0.868,0.0156,-0.4536,0.868,0.0156,-0.4536,0.868,0.0235,-0.4457,0.868,0.0156,-0.4536,0.868,0.0235,-0.4614,0.868,0.0156,-0.4536,0.868,0.0235,-0.4536,0.868,0.0235,-0.4536,0.868,0.0156,-0.4536,0.868,0.0235,-0.4536,0.8602,0.0235,-0.4536,0.8602,0.0313,-0.4614,0.868,0.0235,-0.4536,0.8605,0.0241,-0.4536,0.868,0.0313,-0.4536,0.868,0.0313,-0.4536,0.8668,0.0313,-0.4536,0.8602,0.005,-0.4254,0.8808,-0.1001,-0.3406,0.9462,CAF001,Sweep
3706,-0.0463,-0.3569,0.9712,0.1342,-0.3338,0.8555,0.0203,-0.1955,0.6584,-0.2074,-0.2296,0.7926,-0.1761,-0.2796,0.894,0.1207,-0.2105,1.0729,0.2934,-0.2674,0.9747,0.4285,-0.3394,0.9149,0.2671,-0.2537,0.9813,0.0841,-0.1774,0.767,0.2136,-0.2756,0.7751,0.2637,-0.1404,0.8568,0.1517,-0.1611,0.8618,0.0594,-0.0748,0.9259,0.6112,-0.3369,0.8902,0.3644,-0.3322,1.3297,-1.3841,-0.3363,1.6891,0.3128,-0.1251,1.5327,0.1242,-0.2002,1.4107,-0.0729,0.0482,0.899,0.0876,-0.1408,0.6528,0.1414,-0.2865,0.8399,0.036,-0.1455,0.7054,-0.0497,-0.0992,0.4995,0.0616,-0.0119,0.7151,0.1999,-0.1276,0.7614,0.234,-0.2602,0.878,0.1783,-0.1627,0.7961,0.1311,-0.0416,0.7329,0.1336,0.0541,0.8311,0.345,-0.0679,0.8718,0.4019,-0.2499,0.9031,0.2487,-0.1814,0.9353,0.1617,-0.0963,0.9334,0.0454,-0.0626,0.9146,-0.0147,-0.0231,0.9296,-0.0294,-0.0019,0.9503,-0.0313,0.0,0.9478,-0.005,-0.0066,0.9397,0.0,-0.0078,0.9453,0.0,-0.0078,0.9462,0.0156,-0.0078,0.9462,0.0156,-0.0078,0.9462,0.0078,-0.0078,0.954,0.0235,-0.0156,0.9619,0.0235,-0.0156,0.9619,0.0235,-0.0156,0.9619,0.0235,-0.0156,0.9619,0.0235,-0.0156,0.9619,0.0235,-0.0156,0.9619,CAF001,Sweep
3707,0.0235,-0.0156,0.9619,0.0235,-0.0156,0.9619,0.0235,-0.0078,0.9619,0.0235,-0.0078,0.9619,0.0313,-0.0078,0.9619,0.0313,-0.0078,0.9619,0.0313,-0.0156,0.9619,0.0313,-0.0156,0.9619,0.0391,-0.0156,0.9619,0.0313,-0.0156,0.9619,0.0313,-0.0156,0.9619,0.0313,-0.0156,0.9619,0.0235,-0.0156,0.954,0.0391,-0.0078,0.954,0.0313,-0.0078,0.9619,-0.0391,-0.0626,1.0557,-0.0626,-0.1877,0.9306,-0.1642,-0.2268,0.9384,-0.1661,-0.1035,0.7795,-0.0153,-0.1323,1.0961,0.0988,0.0538,1.0945,0.2327,0.0432,0.9425,0.1595,-0.0188,0.8227,0.2421,-0.1952,1.0773,0.2374,-0.1993,0.9925,0.1993,-0.1135,0.8499,0.3187,-0.0447,0.9859,0.3863,-0.0078,0.9572,0.3503,0.0763,0.8536,0.3547,0.0563,0.8543,0.3303,-0.021,0.8949,0.2158,-0.046,0.888,0.1642,-0.025,0.9102,0.1692,-0.0657,0.9378,0.1667,-0.0619,0.9515,0.153,-0.0526,0.9484,0.1426,-0.0547,0.9462,0.1345,-0.061,0.94,0.1395,-0.0494,0.945,0.1408,-0.0469,0.9462,0.1336,-0.0541,0.9462,0.1251,-0.0469,0.9462,0.1329,-0.0469,0.9462,0.1329,-0.0547,0.9462,0.1329,-0.0469,0.9462,0.1329,-0.0469,0.954,0.1329,-0.0469,0.954,0.1329,-0.0469,0.9462,0.1408,-0.0469,0.9462,0.1408,-0.0469,0.9462,CAF001,Sweep
3708,0.1408,-0.0469,0.9462,0.1329,-0.0469,0.9462,0.1408,-0.0469,0.9462,0.1408,-0.0547,0.9462,0.1329,-0.0547,0.9462,0.1408,-0.0547,0.954,0.1408,-0.0469,0.9462,0.1408,-0.0469,0.954,0.1329,-0.0469,0.9462,0.1329,-0.0469,0.9462,0.1329,-0.0469,0.9462,0.1329,-0.0547,0.9384,0.1408,-0.0469,0.9462,0.1329,-0.0469,0.9462,0.1329,-0.0469,0.9462,0.1251,-0.0547,0.9384,0.1329,-0.0469,0.9384,0.1329,-0.0469,0.9462,0.1329,-0.0469,0.9462,0.1329,-0.0475,0.9462,0.1329,-0.0538,0.9462,0.1329,-0.0482,0.9475,0.1329,-0.0532,0.9525,0.1348,-0.0488,0.9462,0.1408,-0.0547,0.9462,0.1408,-0.0522,0.9462,0.1408,-0.0497,0.9434,0.1408,-0.0516,0.9415,0.1408,-0.0469,0.9462,0.137,-0.0432,0.9462,0.137,-0.0432,0.9503,0.1364,-0.0469,0.9497,0.1376,-0.0422,0.9462,0.1408,-0.0391,0.9462,0.1408,-0.0444,0.9409,0.1408,-0.0469,0.9384,0.1408,-0.0469,0.9384,0.1345,-0.0469,0.9384,0.1395,-0.0469,0.945,0.1408,-0.0469,0.9462,0.1408,-0.0469,0.9462,0.1955,-0.0704,0.9931,0.2424,-0.172,0.8837,0.1408,-0.1564,0.9228,0.2972,-0.086,0.954,0.477,-0.1095,0.9149,0.3597,-0.1486,0.7429,0.5318,-0.0938,0.7976,0.3128,-0.2737,1.0244,0.3519,-0.0391,1.1339,CAF001,Sweep
3709,0.3441,-0.0469,1.2356,0.2659,-0.2659,1.1495,0.2502,-0.2659,1.0635,0.0704,-0.086,1.259,0.2581,-0.0547,1.1261,-0.1329,-0.1329,0.7585,0.1486,-0.1877,0.782,-0.0704,-0.1564,0.6178,0.2659,-0.1564,0.6882,0.1877,-0.2815,0.6725,0.219,-0.2268,0.6412,0.1329,-0.2581,0.7507,0.2111,-0.1877,0.8367,-0.1799,-0.2268,0.9775,0.1329,-0.2972,0.9306,0.1799,-0.1955,0.7194,0.1095,-0.219,1.5171,0.1486,-0.4066,1.4545,0.2803,-0.218,1.2058,0.2521,-0.193,1.0494,0.2643,-0.167,0.9728,0.2468,-0.1952,0.9734,0.4645,-0.2221,1.123,0.1942,-0.1795,0.9703,0.0316,-0.2252,0.8877,0.1154,-0.259,0.7476,0.0472,-0.2646,0.7004,0.1329,-0.3816,0.8837,0.3131,-0.3835,0.9734,0.2662,-0.3216,0.9346,0.2621,-0.2972,0.9468,0.3929,-0.3278,1.1151,0.2768,-0.7554,0.9728,0.0779,-0.8593,0.8477,0.116,-0.5962,0.7961,0.3006,-0.4936,0.6516,0.1755,-0.3363,0.6694,0.2362,-0.3206,0.7507,0.3578,-0.335,0.8518,0.4304,-0.3363,0.9437,0.4019,-0.1636,0.8821,0.3988,-0.1095,0.8446,0.1564,-0.2659,1.1417,0.2731,-0.3663,1.143,0.2649,-0.3313,0.9841,0.3441,-0.2746,0.9622,0.3441,-0.279,0.9046,0.3456,-0.2643,0.8884,0.3519,-0.2581,0.8758,0.3497,-0.2581,0.8758,CAF001,Sweep
3710,0.3441,-0.2581,0.8733,0.3441,-0.2552,0.8708,0.3441,-0.2534,0.8758,0.3441,-0.2546,0.8724,0.3403,-0.2502,0.868,0.3403,-0.2502,0.868,0.3441,-0.2502,0.868,0.3441,-0.2502,0.868,0.3441,-0.2502,0.873,0.3441,-0.2556,0.8758,0.3384,-0.2524,0.8702,0.3363,-0.2502,0.874,0.3425,-0.2502,0.8758,0.3375,-0.2502,0.8693,0.3431,-0.2502,0.868,0.3441,-0.2502,0.868,0.3441,-0.2502,0.868,0.3519,-0.2502,0.868,0.3441,-0.2424,0.8758,0.3441,-0.2502,0.8758,0.3519,-0.2972,0.8915,0.4223,-0.2346,0.9931,0.4457,-0.2268,0.9228,0.4848,-0.1955,1.0088,0.4066,-0.305,0.9149,0.3675,-0.3832,0.9228,0.2111,-0.1799,0.8446,0.2972,-0.0469,0.9306,0.305,-0.1095,0.8837,0.086,-0.0626,0.8446,0.1408,-0.1642,1.0479,0.1486,-0.1564,1.6422,0.3128,-0.1564,1.2825,0.3284,-0.1329,1.0948,0.3128,-0.1329,1.0244,0.6178,-0.1799,1.1339,0.391,-0.0313,1.0479,0.2815,-0.1095,0.7976,0.2424,0.0,0.61,0.2581,-0.2346,0.8993,0.2033,-0.1251,0.8367,0.2893,-0.1017,0.8758,0.305,-0.1017,0.8837,0.3175,-0.1423,0.9027,0.5965,-0.1742,0.991,0.2815,-0.0879,1.0266,-0.2384,0.0604,0.812,-0.1924,-0.0172,0.8477,0.0798,-0.1173,1.0016,0.1226,-0.1151,0.9584,CAF001,Sweep
3711,0.1914,-0.1345,0.9422,0.2912,-0.1736,0.878,0.3894,-0.1611,0.9056,0.5174,-0.2074,1.0754,0.3047,-0.2875,1.1524,-0.041,-0.2712,1.067,-0.1254,-0.1498,0.8718,-0.0719,-0.158,0.9149,-0.0156,-0.1955,1.02,0.0482,-0.1955,0.9822,0.112,-0.2011,0.9697,0.2737,-0.2033,0.9816,0.4958,-0.2534,1.223,0.3688,-0.2593,1.1577,0.2606,-0.1204,0.9825,0.1999,-0.116,0.9619,0.2033,-0.3128,0.7351,0.4301,-0.3597,0.9149,-0.0938,-0.1329,0.8055,0.172,-0.0313,0.6647,-0.0704,-0.2111,0.8758,0.0547,-0.0626,0.9384,0.3832,-0.2111,1.1574,0.6412,-0.2268,1.1965,0.2346,-0.086,0.6412,0.1799,-0.8055,0.8602,0.3441,-0.4066,0.5787,0.4301,-0.3519,1.2981,0.2111,-0.305,0.8133,0.4692,-0.1877,0.8602,0.5239,-0.1642,0.9462,0.4848,-0.1877,1.0479,0.1564,-0.0626,0.8993,-0.1564,-0.1877,0.9931,-0.3206,-0.4927,0.868,-0.2972,-0.086,0.8993,-0.3832,-0.2815,1.0166,-0.3519,-0.3441,0.9071,-0.2502,-0.3128,0.9071,-0.1955,-0.2581,0.9384,-0.172,-0.2893,0.9228,-0.1564,-0.2893,0.9149,-0.1329,-0.2737,0.9228,-0.1326,-0.2734,0.9303,-0.1251,-0.2659,0.9234,-0.1251,-0.2659,0.9306,-0.1251,-0.2659,0.9318,-0.1251,-0.2643,0.9368,-0.1251,-0.2599,0.9306,-0.1251,-0.2659,0.9306,CAF001,Sweep
